"Name","Age","Class/Dept","Ticket","Joined","Job","Boat [Body]"
"WEBBER, Mr James",66,"3rd Class Passenger","3101316£8 1s","Southampton","Miner",""
"WEBBER, Mr Francis Albert",30,"Engineering Crew","","Southampton","Leading Fireman",""
"WEIR, Colonel John",61,"1st Class Passenger","113800£26 11s","Southampton","Mining Engineer",""
"WEISZ, Mr Léopold",37,"2nd Class Passenger","228414£26","Southampton","Stonemason and Carver","[293]"
"WELCH, Mr William Harold",21,"Victualling Crew","","Southampton","Cook",""
"WENDEL, Mr Olof Edvin",20,"3rd Class Passenger","350416£7 17s 1d","Southampton","General Labourer",""
"WEST, Mr Edwy Arthur",36,"2nd Class Passenger","34651£27 15s","Southampton","",""
"WHEADON, Mr Edward Henry",65,"2nd Class Passenger","24579£10 10s","Southampton","Farmer",""
"WHEELER, Mr Edwin Charles",26,"2nd Class PassengerServant","2159£12 17s 6d","Southampton","Servant",""
"WHITE, Mr Percival Wayland",54,"1st Class Passenger","35281£77 5s 9d","Southampton","Manufacturer",""
"WHITE, Mr Richard Frasar",21,"1st Class Passenger","35281£77 5s 9d","Southampton","","[169]"
"WHITE, Mr Albert",17,"Engineering Crew","","Southampton","Trimmer",""
"WHITE, Mr Frank Leonard",27,"Engineering Crew","","Southampton","Trimmer",""
"WHITE, Mr Arthur",37,"Victualling Crew","","Southampton","Assistant Barber (1st Class)","[247]"
"WHITE, Mr Edward Joseph",27,"Victualling Crew","","Southampton","Glory hole steward (3rd class)","[272]"
"WHITE, Mr Leonard Lisle Oliver",32,"Victualling Crew","","Belfast","Saloon Steward",""
"WHITFORD, Mr Alfred Henry",39,"Victualling Crew","","Southampton","Saloon Steward, 2nd Class",""
"WICK, Col. George Dennick",57,"1st Class Passenger","36928£164 17s 4d","Southampton","",""
"WIDEGREN, Mr Carl Peter",51,"3rd Class Passenger","347064£7 15s","Southampton","Seaman",""
"WIDENER, Mr George Dunton",50,"1st Class Passenger","113503£211 10s","Southampton","Banker",""
"WIDENER, Mr Harry Elkins",27,"1st Class Passenger","113503£211 10s","Southampton","Bibliophile",""
"WIKLUND, Mr Karl Johan",18,"3rd Class Passenger","3101266£6 9s 11d","Southampton","General Labourer",""
"WIKLUND, Mr Jakob Alfred",17,"3rd Class Passenger","3101267£6 9s 11d","Southampton","General Labourer","[314]"
"WILDE, Mr Henry Tingle",39,"Deck CrewTitanic Officers","","Southampton","Chief Officer",""
"WILLER, Mr Aaron",37,"3rd Class Passenger","3410£8 14s 3d","Cherbourg","",""
"WILLEY, Mr Edward John",20,"3rd Class Passenger","751£7 11s","Southampton","Farm Labourer",""
"WILLIAMS, Mr Fletcher Fellowes Lambert",43,"1st Class Passenger","113510£35","Southampton","Businessman",""
"WILLIAMS, Mr Charles Duane",51,"1st Class Passenger","17597£61 7s 7d","Cherbourg","Lawyer",""
"WILLIAMS, Mr Howard Hugh",28,"3rd Class Passenger","2466£8 1s","Southampton","Carman",""
"WILLIAMS, Mr Leslie",24,"3rd Class Passenger","54636£16 2s","Southampton","Pugilist","[14]"
"WILLIAMS, Mr Samuel Solomon",28,"Engineering Crew","","Southampton","Fireman",""
"WILLIAMS, Mr Arthur John",42,"Victualling Crew","","Southampton","Storekeeper (1st Class)",""
"WILLIAMSON, Mr James Bertram",35,"Victualling CrewPostal Clerk","","Southampton","Postal Clerk / Postman",""
"WILLIS, Mr William",59,"Victualling Crew","","Southampton","3rd Class Packer Steward",""
"WILLSHER, Mr William Aubrey",33,"Victualling Crew","","Southampton","Butcher",""
"WILSON, Mr Bertie",27,"Engineering Crew","","Belfast","Senior Assistant 2nd Engineer",""
"WILTON, Mr William Edward",53,"Engineering Crew","","Southampton","Trimmer",""
"WINDELØV, Mr Einar",21,"3rd Class Passenger","3101317£7 5s","Southampton","Dairy Worker",""
"WINSER, Mr Rowland",35,"Victualling Crew","","Southampton","Third Class Steward",""
"WIRZ, Mr Albert",17,"3rd Class Passenger","315154£8 13s 3d","Southampton","Farmer","[131]"
"WISEMAN, Mr Philip",53,"3rd Class Passenger","34244£7 5s","Southampton","Merchant",""
"WITCHER, Mr Albert Ernest",39,"Engineering Crew","","Southampton","Fireman",""
"WITT, Mr Henry Dennis",37,"Engineering CrewSubstitute Crew","","Southampton","Fireman",""
"WITTEVRONGEL, Mr Camilius Aloysius",36,"3rd Class Passenger","345771£9 10s","Southampton","Farmer",""
"WITTMAN, Mr Henry",38,"Victualling Crew","","Southampton","Bedroom Steward (1st Class)","[315]"
"WITTS, Mr William Francis",35,"Engineering Crew","","Southampton","Trimmer",""
"WOOD, Mr Henry",31,"Engineering Crew","","Southampton","Trimmer",""
"WOOD, Mr James Thomas",49,"Victualling Crew","","Southampton","Assistant Saloon Steward, 2nd Class",""
"WOODFORD, Mr Frederick Ernest",40,"Engineering Crew","","Southampton","Greaser","[163]"
"WOODWARD, Mr John Wesley",32,"2nd Class PassengerMusician",250654,"Southampton","Musician",""
"WOODY, Mr Oscar Scott",41,"Victualling CrewPostal Clerk","","Southampton","Postal Clerk / Postman","[167]"
"WORMALD, Mr Henry Frederick Charles",45,"Victualling Crew","","Southampton","Saloon Steward","[144]"
"WORTHMAN, Mr William Henry",37,"Engineering Crew","","Southampton","Fireman",""
"WRAPSON, Mr Frederick Bernard",18,"Victualling Crew","","Belfast","Assistant Pantryman Steward",""
"WRIGHT, Mr George",62,"1st Class Passenger","113807£26 11s","Southampton","Businessman",""
"WRIGHT, Mr Frederick",24,"Victualling Crew","","Southampton","Squash racquet court attendant",""
"WYETH, Mr James Robert",25,"Engineering Crew","","Southampton","Fireman",""
"YAZBAK, Mr Antūn Mūsà",27,"3rd Class Passenger","2659£14 9s 1d","Cherbourg","General Labourer","C"
"YONKOV, Mr Lazar “Lalyo”",23,"3rd Class Passenger","349204£7 17s 11d","Southampton","General Labourer",""
"YOUNG, Mr Francis James",32,"Engineering Crew","","Southampton","Fireman",""
"YOUSSIFF (SAM'AAN), Mr Gerios",45,"3rd Class Passenger","2628£7 4s 7d","Cherbourg","",""
"YVOIS, Miss Henriette Virginie",22,"2nd Class Passenger","248747£13","Southampton","",""
"ZAKARIAN, Mr Haroutioun",27,"3rd Class Passenger","2670£7 4s 6d","Cherbourg","General Labourer",""
"ZAKARIAN, Mr Mampré",22,"3rd Class Passenger","2656£7 4s 6d","Cherbourg","","[304]"
"ZANETTI, Sig. Minio",20,"Restaurant Staff","","Southampton","Assistant Waiter",""
"ZARRACCHI, Mr Leopoldo",24,"Restaurant Staff","","Southampton","Wine Butler",""
"ZIMMERMANN, Mr Leo",29,"3rd Class Passenger","315082£7 17s 6d","Southampton","Farmer",""
"ØSTBY, Mr Engelhart Cornelius",64,"1st Class Passenger","113509£61 19s 7d","Southampton","Jeweller","[234]"
