id,Name,Age,Class/Dept,Ticket,Joined,Job,Boat [Body]
904,"MEYER, Mr Edgar Joseph",28,1st Class Passenger,17604£82 3s 5d,Cherbourg,Mechanical Engineer,
905,"MEYER, Mr August",31,2nd Class Passenger,248723£13,Southampton,Baker,
906,"MIDDLETON, Mr Alfred Pirrie",27,Engineering Crew,,Belfast,Assistant Electrician,
907,"MIDDLETON, Mr Mark Victor",24,Victualling Crew,,Southampton,Saloon Steward (2nd class),
908,"MIHOFF, Mr Stoytcho",28,3rd Class Passenger,349207£7 17s 11d,Southampton,General Labourer,
909,"MILES, Mr Frank",23,3rd Class Passenger,359306£8 1s,Southampton,Engineer,
910,"MILFORD, Mr George",27,Engineering Crew,,Southampton,Fireman,
911,"MILLAR, Mr Robert",26,Engineering Crew,,Belfast,Extra 5th Engineer,
912,"MILLAR, Mr Thomas",32,Engineering Crew,,Belfast,Deck Engineer,
913,"MILLET, Mr Francis Davis",65,1st Class Passenger,13509£26 11s,Cherbourg,Artist,[249]
914,"MILLING, Mr Jacob Christian",48,2nd Class Passenger,234360£13,Southampton,Machine Inspector,[271]
915,"MINAHAN, Dr William Edward",44,1st Class Passenger,19928£90,Queenstown,Merchant,[230]
916,"MINEFF, Mr Ivan",24,3rd Class Passenger,349233£7 17s 11d,Southampton,General Labourer,
917,"MINKOFF, Mr Lazar",21,3rd Class Passenger,349211£7 17s 11d,Southampton,Potter,
918,"MINTRAM, Mr William",46,Engineering Crew,,Southampton,Fireman,
919,"MISH'ALĀNĪ, Mr Ibrāhīm Mansūr",53,Victualling Crew,,Belfast,Printer Steward,
920,"MITCHELL, Mr Henry Michael",71,2nd Class Passenger,24580£10 10s,Southampton,Retired,
921,"MITCHELL, Mr Lorenzo Horace",19,Engineering Crew,,Southampton,Trimmer,
922,"MITKOFF, Mr Mito",23,3rd Class Passenger,349221£7 17s 11d,Southampton,General Labourer,
923,"MOEN, Mr Sigurd Hansen",27,3rd Class Passenger,348123£7 13s,Southampton,Carpenter / Joiner,[309]
924,"MOLSON, Mr Harry Markland",55,1st Class Passenger,113787£30 10s,Southampton,Businessman,
925,"MONRÓS, Sr. Joan Javier",20,Restaurant Staff,,Southampton,Assistant Waiter,[27]
926,"MONTEVERDI, Sig. Giovanni",23,Restaurant Staff,,Southampton,Cook,
927,"MONTVILA, Fr Juozas",27,2nd Class Passenger,211536£13,Southampton,Priest / Minister,
928,"MOODY, Mr James Paul",24,Deck CrewTitanic Officers,,Belfast,6th. Officer,
929,"MOORE, Mr Clarence",47,1st Class Passenger,113796£42 8s,Southampton,Businessman,
930,"MOORE, Mr Leonard Charles",19,3rd Class Passenger,54510£8 1s,Southampton,Bricklayer,
931,"MOORE, Mr Ralph",22,Engineering Crew,,Southampton,Trimmer,
932,"MOORE, Mr Alfred Ernest",38,Victualling Crew,,Southampton,"Saloon Steward, 2nd Class",
933,"MOORES, Mr Richard Henry",44,Engineering Crew,,Southampton,Greaser,
934,"MORAN, Mr Daniel J.",28,3rd Class Passenger,371110£24 3s,Queenstown,Police Officer,
935,"MORAWECK, Dr Ernest",54,2nd Class Passenger,29011£14,Southampton,Doctor,
936,"MORGAN, Mr Arthur Herbert",27,Engineering Crew,,Southampton,Trimmer,
937,"MORGAN, Mr Thomas A.",26,Engineering Crew,,Southampton,Fireman,[302]
938,"MORGAN (BIRD), Mr Charles Frederick",44,Victualling Crew,,Southampton,Storekeeper (1st Class),
939,"MORLEY, Mr Henry Samuel",38,2nd Class Passenger,250655£26,Southampton,Confectioner,
940,"MORLEY, Mr William",34,3rd Class Passenger,364506£8 1s,Southampton,Carpenter / Joiner,
941,"MORRIS, Mr William Edward",23,Engineering Crew,,Southampton,Trimmer,
942,"MORROW, Mr Thomas Rowan",31,3rd Class Passenger,372622£7 15s,Queenstown,General Labourer,
943,"MOSS, Mr William",35,Victualling Crew,,Belfast,1st Class Saloon Steward,
944,"MOUTAL, Mr Rahamin Haim",28,3rd Class Passenger,374746£8 1s,Southampton,Traveller,
945,"MOYES, Mr William Young",24,Engineering Crew,,Belfast,Senior 6th. Engineer,
946,"MUDD, Mr Thomas Cupper",16,2nd Class Passenger,S.O./P.P 3£10 10s,Southampton,,
947,"MÜLLER, Mr Ludwig",37,Victualling Crew,,Southampton,Interpreter Steward (3rd Class),
948,"MULLIN, Miss Mary",18,3rd Class Passenger,370371£15 10s,Queenstown,,
949,"MULLIN, Mr Thomas",20,Victualling Crew,,Southampton,3rd Class Steward,[323]
950,"MURDLIN, Mr Joseph",22,3rd Class Passenger,3235£8 1s,Southampton,Chemist,
951,"MURDOCH, Mr William McMaster",39,Deck CrewTitanic Officers,,Belfast,1st. Officer,
952,"MYHRMAN, Mr Pehr Fabian Oliver Malkolm",18,3rd Class Passenger,347078£7 15s,Southampton,Clerk,
953,"MYLES, Mr Thomas Francis",63,2nd Class Passenger,240276£9 13s 9d,Queenstown,Gentleman,
954,"NAIDENOFF, Mr Penko",22,3rd Class Passenger,349206£7 17s 11d,Southampton,General Labourer,
955,"NAKHLI, Mr Toufik",17,3rd Class Passenger,2641£7 4s 7d,Cherbourg,,
956,"NANCARROW, Mr William Henry",36,3rd Class Passenger,3338£8 1s,Southampton,Mason,
957,"NANKOFF, Mr Minko",32,3rd Class Passenger,349218£7 17s 11d,Southampton,General Labourer,
958,"NANNINI, Sig. Francesco Luigi Arcangelo",42,Restaurant Staff,,Southampton,Head Waiter (Restaurant),
959,"NASR 'ALMĀ, Mr Mustafà",20,3rd Class Passenger,2652£7 4s 7d,Cherbourg,Farm Labourer,
960,"NAṢR ALLĀH, Mr Niqūlā Khalīl",29,2nd Class Passenger,237736£30 1s 5d,Cherbourg,,[43]
961,"NASR-RIZQ, Mr Su'ādah Ḥannā",20,3rd Class Passenger,2676£7 4s 6d,Cherbourg,,
962,"NATSCH, Mr Charles",36,1st Class Passenger,17596£29 14s,Cherbourg,,
963,"NAUGHTON, Miss Hannah",21,3rd Class Passenger,365237£7 15s,Queenstown,Teacher,
964,"NAVRATIL, Mr Michel",31,2nd Class Passenger,230080£26,Southampton,,[15]
965,"NENKOV, Mr Hristo",22,3rd Class Passenger,349234£7 17s 11d,Southampton,General Labourer,
966,"NESSON, Mr Israel",26,2nd Class Passenger,244368£13,Southampton,Electrician,
967,"NETTLETON, Mr George Walter",30,Engineering Crew,,Southampton,Fireman,
968,"NEWELL, Mr Arthur Webster",58,1st Class Passenger,35273£113 5s 6d,Cherbourg,,[122]
969,"NEWMAN, Mr Charles Thomas",32,Engineering Crew,,Southampton,Assistant Storekeeper,
970,"NICHOLLS, Mr Joseph Charles",19,2nd Class Passenger,33112£36 15s,Southampton,Miner,[101]
971,"NICHOLLS, Mr Sidney",39,Victualling Crew,,Southampton,Saloon Steward,
972,"NICHOLS, Mr Albert William Stanley",47,Deck Crew,,Belfast,Boatswain,
973,"NICHOLS, Mr Arthur",45,Victualling Crew,,Southampton,Steward,
974,"NICHOLSON, Mr Arthur Ernest",59,1st Class Passenger,693£26,Southampton,,[263]
975,"NIEMINEN, Miss Manta Josefina",29,3rd Class Passenger,3101297£7 18s 6d,Southampton,Servant,
976,"NIKLASSON, Mr Samuel",28,3rd Class Passenger,363611£8 1s,Southampton,General Labourer,
977,"NILSSON, Mr August Ferdinand",21,3rd Class Passenger,350410£7 17s 1d,Southampton,General Labourer,
978,"NIVEN, Mr John Brown",30,Engineering Crew,,Southampton,Fireman,
979,"NOFAL, Mr Mansouer",20,3rd Class Passenger,2697£7 4s 7d,Cherbourg,Journalist,[181]
980,"NOON, Mr John Thomas",42,Engineering Crew,,Southampton,Fireman,
981,"NORMAN, Mr Robert Douglas",27,2nd Class Passenger,218629£13 10s,Southampton,Electrical Engineer,[287]
982,"NORRIS, Mr James",22,Engineering Crew,,Southampton,Fireman,
983,"NOSS, Mr Bertram Arthur",20,Engineering Crew,,Southampton,Fireman,
984,"NOSWORTHY, Mr Richard Cater",21,3rd Class Passenger,39886£7 16s,Southampton,Farm Labourer,
985,"NYSVEEN, Mr Johannes Hansen",60,3rd Class Passenger,345364£6 4s 9d,Southampton,Farmer,
986,"O'BRIEN, Mr Denis",22,3rd Class Passenger,330979£7 16s 7d,Queenstown,Postal Clerk / Postman,
987,"O'BRIEN, Mr Thomas",26,3rd Class Passenger,370365£15 10s,Queenstown,Farm Labourer,
988,"O'CONNELL, Mr Patrick Denis",18,3rd Class Passenger,334912£7 14s 8d,Queenstown,General Labourer,
989,"O'CONNOR, Mr Maurice",15,3rd Class Passenger,371060£7 15s,Queenstown,General Labourer,
990,"O'CONNOR, Mr Patrick",23,3rd Class Passenger,366713£7 15s,Queenstown,Farmer,
991,"O'CONNOR, Mr Thomas Peter",44,Victualling Crew,,Belfast,1st Class Bedroom Steward,
992,"O'KEEFE, Mr Arthur",44,3rd Class Passenger,323592£7 5s,Southampton,Farmer,A [332]
993,"O'LOUGHLIN, Dr William Francis Norman",62,Deck Crew,,Belfast,Surgeon,
994,"O'SULLIVAN, Miss Bridget Mary",21,3rd Class Passenger,330909£7 12s 7d,Queenstown,,
995,"ÖDAHL, Mr Nils Martin",23,3rd Class Passenger,7267£9 4s 6d,Southampton,General Labourer,
996,"OLIVE, Mr Charles",31,Engineering Crew,,Southampton,Greaser,
997,"OLIVE, Mr Ernest Roskelly",27,Victualling Crew,,Southampton,Clothes Presser Steward (1st class),
998,"OLSEN, Mr Karl Siegwart Andreas",42,3rd Class Passenger,4579£8 8s 1d,Southampton,Engineer,
999,"OLSEN, Mr Henry Margido",28,3rd Class Passenger,4001£22 10s 6d,Southampton,Engineer,[173]
1000,"OLSEN, Mr Ole Martin",27,3rd Class Passenger,265302£7 6s 3d,Southampton,General Labourer,
1001,"OLSSON, Mr Nils Johan Göransson",28,3rd Class Passenger,347464£7 17s 1d,Southampton,,
1002,"OLSSON, Miss Elida",31,3rd Class Passenger,350407£7 17s 1d,Southampton,,
1003,"OLSVIGEN, Mr Thor Anderson",20,3rd Class Passenger,6563£9 4s 6d,Southampton,Salesman,[89]
1004,"OREŠKOVIĆ, Mr Luka",20,3rd Class Passenger,315094£8 13s 3d,Southampton,Farmer,
1005,"OREŠKOVIĆ, Miss Jelka",30,3rd Class Passenger,315085£8 13s 3d,Southampton,Farmer,
1006,"OREŠKOVIĆ, Miss Marija",19,3rd Class Passenger,315096£8 13s 3d,Southampton,Farm Labourer,
1007,"ORPET, Mr Walter Hayward",31,Victualling Crew,,Southampton,Saloon Steward,
1008,"ORR, Mr James",39,Victualling Crew,,Southampton,Assistant Vegetable Cook,
1009,"OSBORNE, Mr William Edward",33,Victualling Crew,,Belfast,Saloon Steward,
1010,"OSÉN, Mr Olaf Elon",16,3rd Class Passenger,7534£9 4s 4d,Southampton,Farm Labourer,
1011,"OTTER, Mr Richard",38,2nd Class Passenger,28213£13,Southampton,Stone Cutter,
1012,"OVIÉS Y RODRÍGUEZ, Mr Servando José Florentino",36,1st Class Passenger,17562£27 14s 5d,Cherbourg,Merchant,[189]
1013,"OWEN, Mr Lewis",49,Victualling Crew,,Southampton,"Assistant Saloon Steward, 2nd Class",
1014,"PACEY, Mr Reginald lvan",17,Victualling Crew,,Southampton,Lift Steward,
1015,"PACHERA, Sig. Jean Baptiste Stanislas",19,Restaurant Staff,,Southampton,Assistant Larder Cook,
1016,"PAICE, Mr Richard Charles John",32,Engineering Crew,,Southampton,Fireman,
1017,"PAIN, Dr Alfred",23,2nd Class Passenger,244278£10 10s,Southampton,Doctor,
1018,"PAINTER, Mr Charles",32,Engineering Crew,,Southampton,Fireman,
1019,"PAINTER, Mr Frank",28,Engineering Crew,,Southampton,Fireman,
1020,"PAINTIN, Mr James Arthur",29,Victualling Crew,,Southampton,Captain's Steward (Tiger),
1021,"PALLES, Mr Thomas Henry Michael",45,Engineering Crew,,Belfast,Greaser,
1022,"PÅLSSON, Mrs Alma Cornelia",29,3rd Class Passenger,349909£21 1s 6d,Southampton,Housewife,[206]
1023,"PÅLSSON, Master Gösta Leonard",2,3rd Class Passenger,349909£21 1s 6d,Southampton,,
1024,"PÅLSSON, Master Paul Folke",6,3rd Class Passenger,349909£21 1s 6d,Southampton,,
1025,"PÅLSSON, Miss Stina Viola",3,3rd Class Passenger,349909£21 1s 6d,Southampton,,
1026,"PÅLSSON, Miss Torborg Danira",8,3rd Class Passenger,349909£21 1s 6d,Southampton,,
1027,"PANULA, Mrs Maija Emelia Abrahamintytar",41,3rd Class Passenger,3101295£39 13s 9d,Southampton,,
1028,"PANULA, Master Jaako Arnold",15,3rd Class Passenger,3101295£39 13s 9d,Southampton,General Labourer,
1029,"PANULA, Mr Ernesti Arvid",16,3rd Class Passenger,3101295£39 13s 9d,Southampton,General Labourer,
1030,"PANULA, Master Juha Niilo",7,3rd Class Passenger,3101295£39 13s 9d,Southampton,,
1031,"PANULA, Master Urho Abraham",2,3rd Class Passenger,3101295£39 13s 9d,Southampton,,
1032,"PANULA, Master Eino Viljam",1,3rd Class Passenger,3101295£39 13s 9d,Southampton,,
1033,"PARKER, Mr Clifford Richard",17,2nd Class Passenger,14888£10 10s,Southampton,Clerk,
1034,"PARKES, Mr Francis",21,2nd Class PassengerH&W Guarantee Group,239853,Belfast,Plumber,
1035,"PARR, Mr William Henry Marsh",29,1st Class PassengerH&W Guarantee Group,112052,Belfast,Electrician,
1036,"PARSONS, Mr Frank Alfred",26,Engineering Crew,,Belfast,Senior 5th. Engineer,
1037,"PARSONS, Mr Edward",37,Victualling Crew,,Southampton,Chief Storekeeper (1st Class),
1038,"PARSONS, Mr Richard Henry",18,Victualling Crew,,Southampton,Saloon Steward (2nd class),
1039,"PARTNER, Mr Austin",40,1st Class Passenger,113043£28 10s,Southampton,Stockbroker,[166]
1040,"PASIC, Mr Jakob",21,3rd Class Passenger,315097£8 13s 3d,Southampton,Farmer,
1041,"PATCHETT, Mr George",18,3rd Class Passenger,358585£14 10s,Southampton,Shoemaker,
1042,"PAVLOVIĆ, Mr Stefo",32,3rd Class Passenger,349242£7 17s 11d,Southampton,General Labourer,
1043,"PAYNE, Mr Vivian Ponsonby",23,1st Class PassengerServant,12749£93 10s,Southampton,Clerk,
1044,"PEACOCK, Mrs Edith",26,3rd Class Passenger,3101315£13 15s 6d,Southampton,,
1045,"PEACOCK, Master Albert Edward",7m,3rd Class Passenger,3101315£13 15s 6d,Southampton,,
1046,"PEACOCK, Miss Treasteall",4,3rd Class Passenger,3101315£13 15s 6d,Southampton,,
1047,"PEARCE, Mr Ernest",31,3rd Class Passenger,343271£7,Southampton,Farmer,
1048,"PEARCE, Mr Alfred Ernest",24,Victualling Crew,,Southampton,Steward,
1049,"PEARS, Mr Thomas",29,1st Class Passenger,113776£66 12s,Southampton,Of Independent Means,
1050,"PEDERSEN, Mr Olaf",28,3rd Class Passenger,345498£7 15s 6d,Southampton,General Labourer,
1051,"PEDRINI, Sig. Alessandro",21,Restaurant Staff,,Southampton,Assistant Waiter,[104]
1052,"PEDUZZI, Mr Joseph",24,3rd Class Passenger,2817£8 1s,Southampton,Waiter,
1053,"PEKONIEMI, Mr Edvard",21,3rd Class Passenger,3101294£7 18s 6d,Southampton,General Labourer,
1054,"PELTOMÄKI, Mr Nikolai Johannes",25,3rd Class Passenger,3101291£7 18s 6d,Southampton,General Labourer,
1055,"PEÑASCO Y CASTELLANA, Mr Victor",24,1st Class Passenger,17758£108 18s,Cherbourg,Of Independent Means,
1056,"PENGELLY, Mr Frederick William",19,2nd Class Passenger,28665£10 10s,Southampton,Miner,
1057,"PENNAL, Mr Thomas Frederick Cohen",34,Victualling Crew,,Southampton,Bathroom Steward (1st Class),
1058,"PENNY, Mr William Farr",31,Victualling Crew,,Southampton,Assistant Saloon Steward (2nd Class),
1059,"PENROSE, Mr John Poole",49,Victualling Crew,,Belfast,Bedroom Steward (1st Class),
1060,"PERACCHIO, Sig. Alberto",20,Restaurant Staff,,Southampton,Assistant Waiter,
1061,"PERACCHIO, Sig. Sebastiano",17,Restaurant Staff,,Southampton,Assistant Waiter,
1062,"PERKIN, Mr John Henry",23,3rd Class Passenger,21174£7 5s,Southampton,Farmer,
1063,"PERKINS, Mr Laurence Alexander",22,Victualling Crew,,Southampton,Telephone Operator Steward,
1064,"PERNOT, Mr René",39,2nd Class PassengerServant,2131£15 1s,Cherbourg,Chauffeur,
1065,"PEROTTI, Mr Alfonso",20,Restaurant Staff,,Southampton,Assistant Waiter,
1066,"PERREN, Mr William Charles",47,Victualling Crew,,Southampton,Boots Steward (2nd class),
1067,"PERRITON, Mr Hubert Prouse",32,Victualling Crew,,Southampton,Saloon Steward (1st class),
1068,"PERRY, Mr Henry Frederick",23,Engineering Crew,,Southampton,Trimmer,
1069,"PERUSCHITZ, Fr Josef",41,2nd Class Passenger,237393£13,Southampton,Priest / Minister,
1070,"PETERANEC KRAMARIĆ, Mrs Mathilda",28,3rd Class Passenger,349245£7 17s 11d,Southampton,Servant,
1071,"PETERS, Miss Catherine",27,3rd Class Passenger,330935£8 2s 9d,Queenstown,,
1072,"PETERSEN, Mr Marius",24,3rd Class Passenger,342441£8 1s,Southampton,Dairy Worker,
1073,"PETROFF, Mr Nedialco",19,3rd Class Passenger,349212£7 17s 11d,Southampton,Potter,
1074,"PETROFF, Mr Pastcho",29,3rd Class Passenger,349215£7 17s 11d,Southampton,General Labourer,
1075,"PETTERSSON, Mr Johan Emil",25,3rd Class Passenger,347076£7 15s 6d,Southampton,General Labourer,
1076,"PETTERSSON, Miss Elin Natalia",18,3rd Class Passenger,347087£7 15s 6d,Southampton,,
1077,"PETTY, Mr Edwin Henry",25,Victualling Crew,,Southampton,Bedroom Steward (2nd class),[82]
1078,"PHILLIPS, Mr Escott Robert",43,2nd Class Passenger,2£21,Southampton,,
1079,"PHILLIPS, Mr George",27,Engineering Crew,,Southampton,Greaser,
1080,"PHILLIPS, Mr John George",25,Victualling Crew,,Belfast,Telegraphist,
1081,"PHILLIPS, Mr Walter John",36,Restaurant Staff,,Southampton,Storekeeper,
1082,"PIATTI, Sig. Louis",17,Restaurant Staff,,Southampton,Assistant Waiter,
1083,"PIAZZA, Sig. Pompeo Gaspro",33,Restaurant Staff,,Southampton,Waiter,[266]
1084,"PITFIELD, Mr William James",25,Engineering Crew,,Southampton,Greaser,
1085,"PLATT, Mr Wilfred George",17,Victualling Crew,,Southampton,Scullion,
1086,"PLOTCHARSKY, Mr Vasil",27,3rd Class Passenger,349227£7 17s 11d,Southampton,General Labourer,
1087,"POCRNIĆ, Mr Mate",17,3rd Class Passenger,315095£8 13s 3d,Southampton,,
1088,"POCRNIĆ, Mr Tome",24,3rd Class Passenger,315092£8 13s 3d,Southampton,,
1089,"POGGI, Sig. Emilio",28,Restaurant Staff,,Southampton,Waiter,[301]
1090,"POND, Mr George",32,Engineering Crew,,Southampton,Fireman,
1091,"PONESELL, Mr Martin",24,2nd Class Passenger,250647£13,Southampton,,
1092,"POOK, Mr Percy Robert",36,Victualling Crew,,Southampton,Assistant pantry steward,
1093,"PORTER, Mr Walter Chamberlain",46,1st Class Passenger,110465£52,Southampton,,[207]
1094,"PORTEUS, Mr Thomas Henry",33,Victualling Crew,,Southampton,Assistant Butcher,
1095,"PRESTON, Mr Thomas Charles Alfred",20,Engineering Crew,,Southampton,Trimmer,
1096,"PRICE, Mr Ernest Cyril",17,Restaurant Staff,,Southampton,Barman,[186]
1097,"PRIDEAUX, Mr John Arthur (Jack)",23,Victualling Crew,,Southampton,3rd Class Steward,
1098,"PROCTOR, Mr Charles",45,Victualling Crew,,Belfast,Chef,
1099,"PROUDFOOT, Mr Richard Royston",21,Engineering Crew,,Southampton,Trimmer,
1100,"PRYCE, Mr Charles William",22,Victualling Crew,,Southampton,Saloon Steward (1st class),
1101,"PUGH, Mr Arthur Percy",31,Engineering Crew,,Southampton,Leading Fireman,
1102,"PULBAUM, Mr Franz",27,2nd Class Passenger,2168£15 8d,Cherbourg,,
1103,"PULNER, Mr Uscher",16,3rd Class Passenger,3411£8 14s 3d,Cherbourg,,
1104,"PUZEY, Mr John Edward",44,Victualling Crew,,Belfast,Saloon Steward (1st class),
1105,"RADEFF, Mr Alexander",27,3rd Class Passenger,349223£7 17s 11d,Southampton,General Labourer,
1106,"RAFŪL-BŪLUS, Mr Bākhūs",21,3rd Class Passenger,2679£7 4s 6d,Cherbourg,Farm Labourer,
1107,"RANDALL, Mr Frank Henry",29,Victualling Crew,,Southampton,Saloon Steward (2nd class),
1108,"RANSOM, Mr James",49,Victualling Crew,,Belfast,Saloon Steward (1st class),
1109,"RATTENBURY, Mr William Henry",38,Victualling Crew,,Belfast,Boots steward (1st class),
1110,"RATTI, Sig. Enrico",21,Restaurant Staff,,Southampton,Waiter,
1111,"READ, Mr Joseph",20,Engineering Crew,,Southampton,Trimmer,
1112,"REED, Mr James George",18,3rd Class Passenger,362316£7 5s,Southampton,Butcher,
1113,"REED, Mr Thomas Charles Prowse",54,Victualling Crew,,Southampton,Bed Room Steward,
1114,"REEVES, Mr David",36,2nd Class Passenger,17248£10 10s,Southampton,Carpenter / Joiner,
1115,"REEVES, Mr Frederick Simms",34,Engineering Crew,,Southampton,Fireman,[280]
1116,"REEVES, Mr Frederick Vernon Hilton",20,Victualling Crew,,Belfast,Assistant Pantryman Steward,
1117,"REID, Mr Robert Thomas",31,Engineering Crew,,Southampton,Trimmer,
1118,"REKIĆ, Mr Tido (Ejdo)",38,3rd Class Passenger,349249£7 17s 11d,Southampton,General Labourer,
1119,"RENOUF, Mr Peter Henry",33,2nd Class Passenger,31027£21,Southampton,Carpenter / Joiner,
1120,"RENTOWL, Mr Philip Charles Thomas",26,Engineering Crew,,Southampton,Fireman,
1121,"REUCHLIN, Jonkh Johan George",37,1st Class Passenger,19972,Cherbourg,,
1122,"REVELL, Mr William James Francis",31,Victualling Crew,,Belfast,Saloon Steward (1st class),
1123,"REYNOLDS, Mr Harold",21,3rd Class Passenger,342684£8 1s,Southampton,Baker,[327]
1124,"RICALDONE, Mr Rinaldo Renato",22,Restaurant Staff,,Southampton,Assistant Waiter,
1125,"RICE, Mrs Margaret",39,3rd Class Passenger,382652£29 2s 6d,Queenstown,Housekeeper,[12]
1126,"RICE, Master Albert",10,3rd Class Passenger,382652£29 2s 6d,Queenstown,,
1127,"RICE, Master George",8,3rd Class Passenger,382652£29 2s 6d,Queenstown,,
1128,"RICE, Master Eric",6,3rd Class Passenger,382652£29 2s 6d,Queenstown,,
1129,"RICE, Master Arthur",4,3rd Class Passenger,382652£29 2s 6d,Queenstown,,
1130,"RICE, Master Francis",2,3rd Class Passenger,382652£29 2s 6d,Queenstown,,
1131,"RICE, Mr John Reginald",25,Victualling Crew,,Southampton,1st Class Clerk,[64]
1132,"RICE, Mr Percy",19,Victualling Crew,,Southampton,3rd Class Steward,
1133,"RICHARD, Mr Emile Phillippe",23,2nd Class Passenger,2133£15 11d,Cherbourg,,
1134,"RICHARDS, Mr Joseph James",30,Engineering Crew,,Southampton,Fireman,
1135,"RICKMAN, Mr George Albert",36,Engineering Crew,,Southampton,Fireman,
1136,"RICKS, Mr Cyril Gordon",22,Victualling Crew,,Southampton,Storekeeper,[100]
1137,"RIDOUT, Mr Walter George",29,Victualling Crew,,Southampton,Second Class Saloon Steward,
1138,"RIGHINI, Mr Sante",28,1st Class PassengerServant,17760£135 12s 8d,Cherbourg,Servant,[232]
1139,"RIGOZZI, Mr Abele",22,Restaurant Staff,,Southampton,Assistant Waiter,[115]
1140,"RIIHIVUORI, Miss Susanna Juhantytär",22,3rd Class Passenger,3101295£39 13s 9d,Southampton,,
1141,"RIMMER, Mr Gilbert",29,Victualling Crew,,Southampton,Saloon Steward,
1142,"RINTAMÄKI, Mr Matti",35,3rd Class Passenger,3101273£7 2s 6d,Southampton,General Labourer,
1143,"RISIEN, Mr Samuel Beard",69,3rd Class Passenger,364498£14 10s,Southampton,Hotelier,
1144,"RISIEN, Mrs Emma Jane",64,3rd Class Passenger,364498£14 10s,Southampton,,
1145,"ROBERTON, Mr George Edward",19,Victualling Crew,,Southampton,Assistant Saloon Steward (2nd Class),[127]
1146,"ROBERTS, Mr Robert George",35,Engineering Crew,,Southampton,Fireman,
1147,"ROBERTS, Mr Frank John",36,Victualling Crew,,Belfast,Third Butcher,[231]
1148,"ROBERTS, Mr Hugh H.",40,Victualling Crew,,Belfast,Bed Room Steward,[93]
1149,"ROBINS, Mr Victor",45,1st Class PassengerServant,17757£247 10s 6d,Cherbourg,Servant,
1150,"ROBINS, Mr Alexander",50,3rd Class Passenger,3337£14 10s,Southampton,Mason,[119]
1151,"ROBINS, Mrs Charity",48,3rd Class Passenger,3337£14 10s,Southampton,,[7]
1152,"ROBINSON, Mr James William",30,Victualling Crew,,Southampton,Saloon Steward (1st class),[151]
1153,"ROEBLING, Mr Washington Augustus",31,1st Class Passenger,17590£50 9s 11d,Southampton,Of Independent Means,
1154,"ROGERS, Mr Reginald Harry",18,2nd Class Passenger,28004£10 10s,Southampton,,
1155,"ROGERS, Mr William John",29,3rd Class Passenger,23567£8 1s,Southampton,Miner,
1156,"ROGERS, Mr Edward James William",31,Victualling Crew,,Southampton,Assistant Storekeeper,[282]
1157,"ROGERS, Mr Michael Joseph",26,Victualling Crew,,Southampton,Saloon Steward,
1158,"ROMMETVEDT, Mr Knud Paust",49,3rd Class Passenger,312993£7 15s 6d,Southampton,Ship's officer,
1159,"RONDBERG, Mr Edvard Larsson",22,3rd Class Passenger,347065£7 15s 6d,Southampton,Cook,
1160,"ROOD, Mr Hugh Roscoe",39,1st Class Passenger,113767£50,Southampton,Businessman,
1161,"ROSBLOM, Mrs Helena Wilhelmina",41,3rd Class Passenger,370129£20 4s 3d,Southampton,,
1162,"ROSBLOM, Miss Salli Helena",2,3rd Class Passenger,370129£20 4s 3d,Southampton,,
1163,"ROSBLOM, Mr Viktor Richard",18,3rd Class Passenger,370129£20 4s 3d,Southampton,General Labourer,
1164,"ROSENSHINE, Mr George",45,1st Class Passenger,17585£79 4d,Cherbourg,Merchant,[16]
1165,"ROSS, Mr John Hugo",36,1st Class Passenger,13049£40 2s 6d,Southampton,,
1166,"ROTHSCHILD, Mr Martin",46,1st Class Passenger,17603£59 8s,Cherbourg,,
1167,"ROTTA, Sig. Angelo Mario",23,Restaurant Staff,,Southampton,Waiter,
1168,"ROUS, Mr Arthur John",26,Engineering Crew,,Belfast,Plumber,
1169,"ROUSE, Mr Richard Henry",55,3rd Class Passenger,3594£8 1s,Southampton,Farm Labourer,
1170,"ROUSSEAU, Mr Pierre",48,Restaurant Staff,,Southampton,Chef,
1171,"ROWE, Mr Alfred G.",59,1st Class Passenger,113790£26 11s,Southampton,Landowner,[109]
1172,"ROWE, Mr Edgar Maurice",31,Victualling Crew,,Belfast,Saloon Steward (1st class),
1173,"RUDD, Mr Henry",24,Engineering Crew,,Southampton,Engineers' storekeeper,[86]
1174,"RUSH, Mr Alfred George John",17,3rd Class Passenger,20589£8 1s,Southampton,Porter,
1175,"RUSSELL, Mr Boysie Richard",17,Victualling Crew,,Southampton,Saloon Steward (2nd class),
1176,"RUTTER, Mr Sidney Frank",26,Engineering Crew,,Southampton,Fireman,
1177,"RYAN, Mr Patrick",32,3rd Class Passenger,371110£24 3s,Queenstown,General Labourer,
1178,"RYAN, Mr Thomas",28,Victualling Crew,,Southampton,Steward,
1179,"RYERSON, Mr Arthur Larned",61,1st Class Passenger,17608£262 7s 6d,Cherbourg,,
1180,"SAAD, Mr Amin Houssein",30,3rd Class Passenger,2671£7 4s 7d,Cherbourg,Farm Labourer,
1181,"SACCAGGI, Mr Giovanni Giuseppe Emilio",24,Restaurant Staff,,Southampton,Assistant Waiter,
1182,"SADLIER, Mr Matthew",19,3rd Class Passenger,367655£7 14s 7d,Queenstown,Farm Labourer,
